id_szkoly,id_ucznia,pomiar,grupa,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28,mat_29,mat_30,mat_31,mat_33,mat_34,mat_35,mat_36,mat_37,mat_38,mat_39,mat_40,mat_41,mat_42,mat_43,mat_44,mat_45,mat_46,mat_47,mat_32,mat_48
92,2130319,2,1,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,,,,,,,,,1,0,1,0,0,1,0,,1
92,2130405,1,1,,,,,,,,,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,,,,,,,,,0,0,0,0,1,0,0,0,,,,,,,,0,
92,2130381,1,1,,,,,,,,,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,,,,,,,,,0,0,1,0,0,0,1,0,,,,,,,,0,
92,2130419,2,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,1,0,0,1,1,,1
92,2130381,2,1,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,0,1,0,1,0,1,1,,0
99,2186558,1,1,,,,,,,,,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,
99,2186586,1,1,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,0,
99,2186614,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,1,0,0,0,1,1,0,,1
99,2186572,1,1,,,,,,,,,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,0,
99,2186600,2,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,0,0,0,,0
99,2186600,1,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
99,2186586,2,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,0,,,,,,,,,0,0,1,0,0,1,0,,1
99,2186614,1,1,,,,,,,,,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,,,,,,,,,0,1,0,0,0,1,0,0,,,,,,,,1,
99,2186558,2,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,,,,,,,,,0,1,1,0,0,0,1,,1
99,2186572,2,1,0,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,,,,,,,,,0,1,1,1,0,0,1,,1
100,2235321,1,0,,,,,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
100,2235321,2,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,,,,,,,,,0,0,1,0,0,0,0,,0
100,2235395,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,,0,0,0,0,0,0,0,,0
100,2235195,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,1,0,0,0,1,0,0,0,,,,,,,,1,
100,2235209,1,0,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,1,0,1,1,1,1,0,1,,,,,,,,1,
100,2235257,2,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,,,,,,,,,1,0,0,0,0,0,0,,1
100,2235195,2,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,,,,,,,,,0,1,0,0,0,0,0,,0
100,2235229,2,0,0,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,,,,,,,,,0,1,0,0,0,1,1,,0
100,2235337,1,0,,,,,,,,,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,1,0,0,0,1,1,0,0,,,,,,,,1,
100,2235257,1,0,,,,,,,,,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,1,0,1,0,0,,,,,,,,1,
100,2235395,1,0,,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
100,2235337,2,0,0,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,,,,,,,,,1,1,0,0,0,0,1,,0
100,2235229,1,0,,,,,,,,,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,1,
100,2235209,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,0
101,2137665,1,0,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,,,,,,,,,0,1,0,0,1,1,1,0,,,,,,,,1,
101,2137731,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,1,1,1,1,,1
101,2137297,1,0,,,,,,,,,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,
101,2137615,2,0,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,1,1,1,0,0,1,1,,1
101,2137717,2,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,0,0,0,1,1,,1
101,2137269,2,0,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1
101,2137643,1,0,,,,,,,,,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,,,,,,,,,1,1,0,0,1,1,1,1,,,,,,,,0,
101,2137731,1,0,,,,,,,,,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,0,
101,2137679,1,0,,,,,,,,,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,,,,,,,,,0,1,1,1,1,1,0,0,,,,,,,,1,
101,2137283,1,0,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,0,
101,2137745,2,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,1,1,1,0,1,0,1,,1
101,2137269,1,0,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,0,0,0,1,1,,,,,,,,1,
101,2137665,2,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,0,0,1,0,0,0,1,,1
101,2137679,2,0,1,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,,,,,,,,,1,0,1,1,0,0,0,,1
101,2137297,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1
101,2137643,2,0,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,0,0,0,1,1,,1
101,2137745,1,0,,,,,,,,,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,0,0,0,1,1,1,1,1,,,,,,,,1,
101,2137717,1,0,,,,,,,,,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,,,,,,,,,1,1,0,1,0,1,1,0,,,,,,,,1,
101,2137283,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,,,,,,,,,1,0,0,0,1,1,0,,0
101,2137615,1,0,,,,,,,,,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,,,,,,,,,1,1,0,1,1,1,1,0,,,,,,,,0,
102,2163475,2,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,,,,,,,,,0,1,0,1,0,1,1,,1
102,2163475,1,1,,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,,,,,,,,,0,0,0,0,1,1,1,1,,,,,,,,0,
102,2163427,2,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,,,,,,,,,0,1,0,0,0,0,1,,0
102,2163427,1,1,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
102,2163489,1,1,,,,,,,,,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,,0,0,0,0,1,1,1,1,,,,,,,,0,
102,2163489,2,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,1,0,1,0,0,0,0,,1
102,2163461,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,1,1,1,1,0,,,,,,,,1,
102,2163461,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0,0,,1
102,2163413,1,1,,,,,,,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,,,,,,,,,1,1,0,0,0,0,1,0,,,,,,,,0,
102,2163413,2,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
103,2168356,1,0,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
103,2168370,1,0,,,,,,,,,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,,,,,,,,,0,1,0,1,1,0,1,0,,,,,,,,0,
103,2168390,2,0,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,,,,,,,,,1,1,0,0,0,0,0,,1
103,2168390,1,0,,,,,,,,,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,0,
103,2168370,2,0,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,1,,,,,,,,,0,1,1,0,0,1,1,,0
103,2168404,2,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,,,,,,,,,0,0,1,0,1,0,0,,1
103,2168404,1,0,,,,,,,,,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,
103,2168418,2,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,0,1,0,0,0,,0
103,2168418,1,0,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,0,
103,2168356,2,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,,,,,,,,,0,0,1,0,0,0,0,,0
104,2191293,1,0,,,,,,,,,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,0,
104,2191235,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
104,2191301,1,0,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,1,0,0,0,0,1,0,0,,,,,,,,0,
104,2191301,2,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,,,,,,,,,0,0,1,1,0,1,0,,0
104,2189785,2,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
104,2191405,2,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,,,,,,,,,0,0,1,0,0,1,0,,0
104,2191315,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,1,1,1,1,0,1,1,,1
104,2191391,1,0,,,,,,,,,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,,,,,,,,,1,1,1,1,0,1,0,0,,,,,,,,0,
104,2191329,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,0,0,0,,,,,,,,0,
104,2191405,1,0,,,,,,,,,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,0,
104,2191249,2,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,,,,,,,,,1,0,0,0,0,1,1,,1
104,2191265,2,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,,,,,,,,,0,0,1,0,0,0,1,,0
104,2189799,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,,,,,,,,,0,0,0,0,1,0,0,,1
104,2191279,2,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,1,,,,,,,,,1,0,1,0,0,1,1,,0
104,2191379,1,0,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,,,,,,,,,0,1,1,1,1,1,0,1,,,,,,,,1,
104,2191221,1,0,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,0,,,,,,,,1,
104,2191213,2,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,,,,,,,,,0,1,0,0,0,0,0,,0
104,2191221,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,0,1,1,0,1,1,,1
104,2191293,2,0,0,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,0,1,0,1,1,0,,0
104,2191419,2,0,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,,,,,,,,,1,0,1,0,1,1,1,,1
104,2191365,2,0,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,,,,,,,,,1,1,0,0,0,0,0,,0
104,2191419,1,0,,,,,,,,,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,,,,,,,,,0,1,0,1,1,0,0,0,,,,,,,,0,
104,2191249,1,0,,,,,,,,,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,,,,,,,,,0,0,1,0,0,1,1,0,,,,,,,,0,
104,2191279,1,0,,,,,,,,,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,0,
104,2191213,1,0,,,,,,,,,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,0,
104,2191391,2,0,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,,,,,,,,,1,1,1,0,0,0,1,,1
104,2191329,2,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,,,,,,,,,1,1,0,0,0,0,0,,0
104,2191315,1,0,,,,,,,,,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,,,,,,,,,0,1,0,0,0,1,1,1,,,,,,,,0,
104,2191265,1,0,,,,,,,,,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,,,,,,,,,0,1,1,0,1,1,0,0,,,,,,,,0,
104,2189799,1,0,,,,,,,,,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,1,
104,2191379,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,1,1,0,0,0,,1
104,2191235,2,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,,1
104,2189785,1,0,,,,,,,,,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,,,,,,,,,0,1,0,1,0,1,1,0,,,,,,,,0,
104,2191365,1,0,,,,,,,,,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,,,,,,,,,1,1,1,1,0,1,1,0,,,,,,,,0,
105,2252297,1,1,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0,1,1,,,,,,,,1,
105,2252211,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,,,,,,,,,0,0,1,0,0,0,1,,0
105,2252283,1,1,,,,,,,,,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,,,,,,,,,1,0,1,0,1,0,1,1,,,,,,,,1,
105,2252311,1,1,,,,,,,,,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,,,,,,,,,0,0,0,1,0,0,1,0,,,,,,,,1,
105,2252183,1,1,,,,,,,,,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,,,,,,,,,0,1,1,1,1,1,1,1,,,,,,,,1,
105,2252241,1,1,,,,,,,,,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,1,
105,2252269,1,1,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,0,1,0,,,,,,,,1,
105,2252225,1,1,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,,,,,,,,,1,1,1,1,1,1,1,0,,,,,,,,1,
105,2252283,2,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,,,,,,,,,1,1,1,0,0,1,0,,1
105,2252225,2,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,,,,,,,,,0,0,1,1,0,0,1,,1
105,2252269,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,0,1,1,0,1,0,1,,1
105,2252197,1,1,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,
105,2252297,2,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,,,,,,,,,1,1,1,1,1,0,1,,1
105,2252183,2,1,1,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,0,1,0,1,0,1,1,,1
105,2252211,1,1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,
105,2252311,2,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,0,1,1,1,0,0,1,,1
105,2252197,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1
105,2252241,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,,,,,,,,,0,1,0,0,0,0,0,,0
106,2265178,2,1,0,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,1,0,,1
106,2265190,2,1,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,,,,,,,,,0,0,1,0,1,1,0,,0
106,2265204,2,1,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,,,,,,,,,0,0,1,0,0,1,0,,0
106,2265190,1,1,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,1,0,0,0,,,,,,,,0,
106,2265204,1,1,,,,,,,,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,0,
106,2265218,1,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
106,2265268,1,1,,,,,,,,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,0,0,1,0,0,1,0,1,,,,,,,,0,
106,2265268,2,1,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,1,,,,,,,,,1,0,1,0,0,1,1,,0
106,2265178,1,1,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,
106,2265136,1,1,,,,,,,,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,0,
106,2265254,2,1,0,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,,,,,,,,,1,1,1,0,1,0,1,,0
106,2265150,1,1,,,,,,,,,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,0,
106,2265218,2,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
106,2265254,1,1,,,,,,,,,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,,,,,,,,,0,0,1,0,0,1,0,0,,,,,,,,0,
106,2265150,2,1,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,,,,,,,,0,1,1,0,0,0,1,,0
106,2265136,2,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,,,,,,,,,1,0,1,0,0,0,0,,0
107,2240023,2,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,,,,,,,,,1,0,0,0,1,1,0,,1
107,2239985,2,1,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,1,1,1,0,0,1,1,,1
107,2239985,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,0,,,,,,,,1,
107,2240009,1,1,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,,,,,,,,,0,1,0,0,0,1,0,0,,,,,,,,1,
107,2240023,1,1,,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,,,,,,,,,1,1,0,1,1,1,0,1,,,,,,,,0,
107,2240037,1,1,,,,,,,,,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,0,
107,2239999,1,1,,,,,,,,,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,1,
107,2240009,2,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,1,,,,,,,,,1,1,1,0,0,0,1,,0
107,2240037,2,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
107,2239999,2,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,1,0,0,0,1,,1
108,2240197,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1
108,2240211,1,0,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,0,1,1,1,0,,,,,,,,1,
108,2240183,1,0,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,1,
108,2240151,2,0,1,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,0,1,0,0,0,0,1,,1
108,2240211,2,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,0,1,1,0,1,,1
108,2240151,1,0,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,1,1,0,1,1,,,,,,,,1,
108,2240123,1,0,,,,,,,,,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,,,,,,,,,0,0,1,1,0,0,1,1,,,,,,,,1,
108,2240165,1,0,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,1,0,0,0,0,1,0,0,,,,,,,,1,
108,2240183,2,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,,,,,,,,,0,1,0,1,0,1,1,,1
108,2240165,2,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,1,0,,0
108,2240137,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,0,1,1,1,0,0,1,,1
108,2240197,1,0,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,
108,2240137,1,0,,,,,,,,,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,,,,,,,,,0,1,1,0,1,1,1,1,,,,,,,,1,
108,2240123,2,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,1,1,1,1,0,0,1,,1
109,2209143,2,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,,,,,,,,,0,0,0,0,0,0,1,,1
109,2209105,2,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,,,,,,,,,0,0,0,0,0,0,0,,0
109,2209157,1,0,,,,,,,,,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,,,,,,,,,0,1,0,0,0,1,0,1,,,,,,,,1,
109,2209129,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
109,2209091,1,0,,,,,,,,,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,,,,,,,,,0,0,1,0,1,0,1,0,,,,,,,,1,
109,2209143,1,0,,,,,,,,,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,,,,,,,,,0,1,0,1,1,1,1,0,,,,,,,,1,
